constituentid,name,image_count
42660,"Simon Gouverneur",2
46923,"C.G. Candano",2
42162,"Jules Breton",2
39156,"Andrea Way",2
39233,"Jay Dunitz",2
43575,"Alexander Potemkin",2
47788,"Merle Armitage",2
1572,"Smithsonian Institution",2
43561,"Mr. Edward Brooks DeCelle",2
40422,"Gennadi Bodrov",2
39272,"John Humble",2
43773,"Hamilton Gallery",2
46977,"Antoine Samuel Adam-Salomon",2
46122,"Joseph Yoakum",2
26479,"Ms. Constance R. Caplan",2
46279,"Victor-François-Eloi Biennourry",2
46286,"Galerie Tarantino",2
46399,"Edna Andrade",2
53535,"Flatbed Press, Austin, Texas",2
41614,"Robert Arneson",2
46387,"Paul B. Arnold",2
27438,"Walter Darby Bannard",2
44075,"Chakaia Booker",2
53261,"Fishy Whale Press",2
47652,"Oehme Graphics",2
51125,"Stone and Press Gallery",2
46555,"George Herms",2
46688,"William S. Rice",2
51146,"Jude Tolley",2
50997,"College Art Association",2
46640,"Audrey Niffenegger",2
46369,"Georg Primavesi",2
46370,"Peter Speeth",2
50724,"Dan Farrell",2
51272,"William Allen",2
52873,"Johannes Pietersz Beerendrecht",2
46562,"Domenico de Rossi",2
46607,"Michael Lehr",2
46609,"Rogi André",2
50845,"Yasuhide Kobashi",2
51107,"Barbro Forslund",2
51108,"Lynda Kalman",2
51109,"Ruth Kerkovius",2
51110,"Po-Hyun Kim",2
51111,"Lucy Durand-Sikes",2
5814,"Clayton Pond",2
24695,"Roberto De Lamonica",2
46592,"Michael Knigin",2
46693,"Vasilios Toulis",2
51138,"Paramour Fine Arts",2
47917,"School of the Art Institute of Chicago",2
46655,"Stan Shellabarger",2
46621,"Charles H. Williamson",2
46730,"John M. Sokol",2
45234,"Gerald Peters Gallery",2
46748,"Nicholas Takis",2
46808,"Studio Bibliografico",2
47081,"Julius Buddeus",2
47079,"Gustav Richard Steinbrecher",2
47083,"Hermann Michels",2
47084,"Breitkopf und Härtel",2
47121,"David Allen Fine Arts",2
47039,"Teaberry Press",2
46869,"David Nolan Gallery",2
51970,"Gerald Spears",2
46983,"Edwin Scharff",2
47011,"Elisabeth Hase",2
47137,"Lawrences Auctioneers",2
22240,"Cindy Sherman",2
46224,"Valerie Gerrard Browne",2
47127,"Luigi Valadier",2
47208,"Annemarie Heinrich",2
47218,"Cantore Galleria Antiquaria",2
47224,"F. Baulme Fine Art",2
47249,"George Herriman",2
47282,"Libreria Antiquaria il Cartiglio di R. Cena & C. Snc",2
47528,"Giambattista Bodoni",2
47306,"Gerhard Janssen",2
47315,"Carol Horvitz",2
3920,"Louis Desplaces",2
3170,"Nicolas Henri Tardieu",2
30996,"Dr. Jörn Günther Antiquariat",2
47474,"Indian 18th Century",2
26315,"Libraire Thomas-Scheler",2
19567,"Francesco Faraone Aquila",2
32885,"William Lake Price",2
48448,"Museum of Mathematics Fund",2
22409,"Jan Chalon",2
47763,"Michael Frank",2
6040,"Antonio Zucchi",2
47812,"Andrea Rosen Gallery",2
47825,"John Smith",2
47826,"George Smith",2
48014,"Benjamin Wilson",2
48011,"Joseph Haynes",2
36680,"Samuel Broadbent",2
47743,"Márta Aczél",2
47968,"Eric Coatalem",2
13453,"John Adams Whipple",2
47977,"Chester Urban",2
47980,"Matthew R. Cranford",2
47669,"Metro Pictures Gallery",2
47988,"Trevor Paglen",2
49345,"Photo-Galvano-Graphic Company",2
47992,"Larry Gottheim",2
48008,"Joseph Webb",2
48270,"Tommaso Bigatti",2
49448,"Countess Raine Spencer",2
48575,"Ellen Jawdat",2
48586,"Gioacchino Altobelli",2
48592,"Thomas Marcus Brownrigg",2
48593,"Sir James Campbell of Stracathro",2
48670,"Victor Barrucand",2
48689,"Heather James Fine Art",2
22720,"Martayan Lan",2
48856,"William Wyer Rare Books",2
23647,"Johann Brandon",2
49091,"Arnout Leers I",2
48869,"George Garrard",2
49090,"Joseph Constantine Stadler",2
47795,"Giovanni Luigi Valesio",2
50251,"Lorenzo Garbieri",2
50942,"Casa Perego",2
51024,"Giovanni Santagostino",2
48881,"Ms. Jessica White",2
50235,"Louis Boissevin",2
48945,"Isaac Lodewijk de la Fargue van Nieuwland",2
49498,"Edwin E. Aldrin Jr.",2
49499,"William Paul Taub",2
30703,"Francesco Hayez",2
49112,"Giovanni Ricordi",2
12023,"Pierre-Edme Babel",2
49081,"Robert Spear Dunning",2
38908,"Robert Bolling Brandegee",2
49153,"Hummingbird Press Editions",2
49165,"Jan Grosfeld",2
49171,"Denis Canguilhem",2
42306,"John O'Brien Inman",2
47140,"White Cube Gallery",2
10037,"Eberhard W. Kornfeld",2
9735,"Limestone Press",2
50843,"Anna Nistri Tonelli",2
50907,"Adam Buck",2
49412,"André-Marie-Paul Borel",2
49515,"Molteno, Colnaghi, & Co.",2
47752,"Samuel Buck",2
47753,"Nathaniel Buck",2
13510,"Myron H. Kimball",2
49458,"Charles Paxson",2
49466,"Thomas Rice Burnham",2
49478,"Wenderoth, Taylor, & Brown",2
49481,"Staley-Wise Gallery",2
49485,"Tito Lessi",2
49585,"Antonio Reynoso",2
49589,"Hai Bo",2
49626,"Alessandro Turchi",2
45890,"John Davies",2
3715,"Jean-Ferdinand Chaigneau",2
49684,"Lullo · Pampoulides",2
49700,"Bernice Kolko",2
49725,"Tony Ray-Jones",2
37420,"Lorenzo De Ferrari",2
50091,"Umberto Giacometti",2
50903,"Sir John Pope-Hennessy",2
49994,"Tim Davis",2
51904,"Jorge Fick",2
50045,"Roland W. Reed",2
50046,"John T. Daniels",2
51210,"Lawrence Thornton",2
44452,"United States Office of War Information",2
44624,"Edward George Malindine",2
51230,"John Florea",2
51233,"Berlyn Brixner",2
50008,"George R. Caron",2
51243,"William C. Allen",2
51112,"Keystone Press Agency",2
50017,"Bill Hudson",2
50710,"Charlie Kelly",2
50382,"Jacques Lowe",2
51266,"Orville Nix",2
51270,"Wally McNamee",2
50061,"Jack R. Thornell",2
51286,"Alexei Leonov",2
43944,"Eddie Adams",2
50055,"Frank Noel",2
50059,"Paul Vathis",2
50071,"Neil Leifer",2
50078,"Theresa Bernstein",2
39109,"James Nachtwey",2
50131,"Adnan Sezer",2
50155,"Sanders of Oxford, Antique Prints and Maps",2
50156,"Michiel Coxie I",2
46160,"Antoine Berjon",2
50406,"Galerie Charles Balaÿ",2
50407,"Robert de  Michaux",2
50408,"Edwige Cottin",2
38731,"Zoe Leonard",2
32747,"Auguste Allongé",2
49215,"Paolo Gerolamo Piola",2
46325,"Louis Garneray",2
50231,"Friedrich von Martens",2
50236,"François-Augustin Caunois",2
50932,"William B. Jordan",2
50329,"Clio Art Ltd.",2
50333,"Nicolas-Pierre Tiolier",2
50367,"Ed Baynard",2
34560,"Yasuhiro Ishimoto",2
50558,"Philp & Solomons",2
50385,"Utopica",2
50397,"Jonas Wood",2
22981,"Libreria Antiquaria Pregliasco",2
50543,"Giacinto Gimignani",2
38805,"Samuel Masury",2
50569,"William Moss",2
50175,"Lillian Bassman",2
50654,"Colin Jones",2
47471,"Antonio Campi",2
50664,"Keith Arnatt",2
10973,"John Frederick Lewis",2
50791,"Tommaso Cuccioni",2
50796,"John Edmonds",2
51120,"David Krut Workshop",2
51121,"Jillian Ross",2
50946,"John S. Phillips",2
50825,"Cynthia Brownlee and Tony Page",2
50888,"Henri Grevedon",2
50899,"Robbert Flick",2
32956,"Allen Ruppersberg",2
50951,"Minna Keene",2
47733,"Jeanne Ebstel",2
51021,"Mesdames Morter",2
51658,"Reta Morter",2
51659,"Dorothy Morter",2
51050,"Tilton Gallery",2
52605,"Heather Muir Johnson",2
52606,"Kend Family Fund",2
51779,"Meredith and Brother Rutter",2
51194,"Thomas Schütte",2
51733,"Olivier Gilbert",2
51461,"Anton Kölbl",2
51491,"Hawkins Bolden",2
51493,"Missouri Pettway",2
51545,"Early Pettway",2
46240,"Nellie Mae Rowe",2
51486,"Georgia Speller",2
51485,"Henry Speller",2
51498,"Joe Light",2
51534,"Gerrish Fine Art Ltd.",2
4973,"Louis Meunier",2
51817,"Kerstin Adams",2
51618,"Joseph Havel",2
51677,"Liza Lou",2
51679,"Thomas Fletcher",2
50031,"Doyle Auctions",2
51812,"JoAnn Verburg",2
46306,"Rosie Lee Tompkins",2
20473,"Forrest Myers",2
51848,"Stephanie Soldner",2
51859,"Terzo Piano",2
51862,"Pietro Fontana",2
51878,"Jimmie Mannas",2
53145,"Lehrman Fund",2
52163,"Art Information Volunteers",2
52389,"J. K. Fine Art Editions Co.",2
51915,"Henrietta M. Hart",2
51933,"Antiquariat Clemens Paulusch GmbH",2
7022,"Jean de La Fontaine",2
11174,"Giorgio Fossati",2
51956,"Peter Schumann",2
52289,"Silver Mountain Grapics",2
51843,"John Akomfrah",2
52032,"Chiaroscuro Contemporary Art Gallery Santa Fe",2
52036,"Vielmetter Los Angeles",2
52119,"Christopher Rice Mansel Talbot",2
52042,"Roberts Projects",2
52044,"Richard Seligman",2
52046,"Giovanni Guerrini",2
52088,"Georgian Shop / Barbara Gill",2
52005,"Zanele Muholi",2
52140,"Gemma Barnett",2
52577,"Almine Rech Gallery",2
52153,"K Art",2
15071,"Mr. Horace W. Brock",2
52182,"Cade Tompkins Projects",2
52183,"Orit Hofshi",2
52788,"Friends and Colleagues in honor of D. Dodge Thompson",2
52194,"Hannah H. Worthing",2
52594,"Marc Straus Gallery",2
52310,"June Clark",2
52314,"Estate of Bob Crawford",2
53273,"Bob Crawford",2
52370,"Jeffrey Henson Scales",2
52447,"Fundación Mariano Rodríguez",2
52446,"Freddy Rodríguez",2
43945,"Charles R. Savage",2
52468,"Lullo Pampoulides",2
44730,"Blum & Poe",2
49822,"The Third Gallery Aya",2
52514,"Weinstein and Hammons Gallery",2
53251,"Mystic Fine Arts",2
51580,"Earlie Hudnall, Jr.",2
52608,"Paolo Mezzanotte",2
24970,"Finarte Casa d'Aste S.p.A.",2
38628,"C. Bernasconi",2
51517,"Florian Haerbe",2
52624,"Steve Locke",2
52826,"Kate Haw and Elizabeth Tinsman",2
52631,"Luxembourg + Co.",2
52636,"Peter Hujar",2
52666,"Ken Graves",2
52667,"Photographs Do Not Bend Gallery",2
30019,"Mark Borghi Fine Art, Inc.",2
51381,"Dindga McCannon",2
52640,"Christian Lapeyre",2
22879,"Mr. Salomon Lilian",2
52697,"Dread Scott",2
52889,"Michael Findlay and Victoria Findlay Wolfe Fund",2
52712,"Blomqvist",2
52705,"Fridman Gallery",2
51518,"Benjamin Peronnet",2
52724,"Galería José de la Mano",2
52925,"David Lusenhop",2
41479,"Kojo Griffin",2
52798,"Preston Sampson",2
52815,"Madison-Morgan Cultural Center",2
52822,"Nicholas Shaw",2
52828,"Carl Solway Gallery",2
53245,"Eric Weider",2
52855,"Maria Varela",2
52930,"Deborah Burklund Fund",2
36694,"Edward Anthony",2
19303,"Laura Adams Armer",2
52903,"José Vidal",2
52906,"De Simone Company, Booksellers",2
52908,"Irene Fay",2
52911,"Adam Willaerts",2
32938,"Dóra Maurer",2
52945,"Belkis Ayón",2
41438,"Marilyn Bridges",2
53187,"John G. Bullock",2
53191,"Valdir Cruz",2
53193,"Agustín Estrada",2
44430,"Andreas Feininger",2
53173,"Wayne Gudmundson",2
41514,"Sebastião Salgado",2
41553,"Steven B. Smith",2
53172,"Isaiah West Taber",2
53179,"Geoff Winningham",2
53277,"Marion Beaumont",2
24996,"Ibrahim Miranda",2
53204,"James Phillips",2
53209,"Larry Walker",2
53000,"Taylor & Huntington",2
53001,"David Brokaw",2
53005,"Thomas S. Walsh",2
53006,"Joseph D. Marsters",2
13506,"James Wallace Black",2
53049,"B. W. Kilburn",2
53055,"David B. Edmonston",2
53057,"Penn's Studio",2
53114,"John T. Reading",2
53222,"Endlich Antiquairs",2
53229,"Broadway Gallery",2
53290,"Soichi Sunami",2
53293,"Mike Medhurst",2
53318,"Erin Waters",2
25054,"Andrew Clayton-Payne",2
53348,"Ricky Maynard",2
53364,"Rigaud Benoit",2
53469,"Centre d'Art",2
51328,"Philomé Obin",2
53468,"George S. Nader Sr.",2
53367,"Andre Pierre",2
53467,"Jonathan Demme",2
53371,"Myrlande Constant",2
53372,"Louisiane Saint Fleurant",2
53378,"Hugh Bell",2
53389,"John Schott",2
44348,"Valentina Kulagina-Klutsis",2
53394,"Remedios Varo",2
53507,"Walter Gruen",2
53774,"Black Art Auction",2
53496,"Caleb Rare Books",2
53778,"Maria Elena Weissman",2
53527,"Ruiz-Healy Art",2
16958,"Ms. Jane Jackson",2
52352,"Hiram Maristany",2
53559,"Carla Williams",2
53562,"Luis González Palma",2
53631,"Galerie Anita Beckers",2
53565,"M. et Mme. Barberon",2
53582,"Ken Gonzales-Day",2
53629,"Jill Freedman",2
53632,"Maria Chambefort",2
53665,"Manuel Piña",2
53666,"Luis Gispert",2
53693,"Susan Marawarr",2
51017,"Thomas Erben",2
53755,"The Laura Aguilar Trust",2
54040,"jdc Fine Art",2
53917,"Lázaro Blanco",2
41534,"Jake and Dinos Chapman",2
53983,"Mark Thomas Gibson",2
53984,"Ellen Harvey",2
53985,"Deborah Kass",2
53986,"Hew Locke",2
53987,"Narsiso Martinez",2
53990,"Sunny A. Smith",2
40262,"Buzz Spector",2
54018,"Sherril V. Schell",2
53477,"D'Lan Contemporary",2
54098,"Berry Horton",2
54100,"Joyce Wellman",2
54102,"Michael Edward Ellison",2
54118,"Ambreen Butt",2
54116,"Hawthorne Fine Art LLC",2
34329,"Musinsky Rare Books, Inc.",2
54149,"Pao Houa Her",2
54354,"Seaton Street Press",2
54320,"Damián Ortega",2
54332,"Alfred Horsley Hinton",2
54360,"Simon Dickinson Ltd.",2
28354,"Bourgeois Galleries",1
28355,"Monasterio di San Felice, Florence",1
26818,"Mary Margaret Steinkopff Stewart-Mackenzie",1
27892,"Baron Castelmuro",1
29659,"Prince Leopold-Emmanuel-Louis Croy Dülmen",1
29660,"Princess Rosa Anne von Sternberg",1
29661,"Count Albert Lónyay",1
29662,"Count Carl Lónyay",1
28023,"Guilio Sambon",1
28024,"Sir William Neville Abdy, 2nd Bart",1
28025,"Lady Florence Abdy",1
28026,"Giuseppe Toscanelli",1
28835,"Daniell",1
28836,"William Fuller Maitland",1
28837,"William Fuller Maitland",1
28636,"John Hahn",1
29663,"Guardini family",1
1109,"Andrea del Castagno",1
27741,"Baron Cerbone Del Nero",1
27742,"Marquis Pietro Torrigiani",1
27743,"Ottavia Del Nero",1
27744,"Marquis Luigi Torrigiani",1
27745,"Raffaele Torrigiani",1
28113,"Mme Lee-Childe, Baronne de Triqueti",1
28115,"Prince Bartolomeo Corsini",1
28116,"Prince Tommaso Corsini",1
28117,"Prince Andrea Corsini",1
28118,"Prince Tommaso Corsini",1
28119,"Beatrice Corsini Pandolfini",1
18881,"Czar Alexander I of Russia",1
8343,"Franco-Flemish 15th Century",1
8557,"Sir Henry V.S. Jerningham, 9th Baron of Stafford",1
8558,"James Gurney",1
8559,"Cooper",1
8560,"M. de Villeroy",1
30028,"Paolo Giovio",1
30029,"Chiesa di Monte Oliveto",1
30030,"Catalina Méndez de Haro y Guzmán, Duquesa de Alba",1
30031,"María del Pilar Teresa Cayetana de Silva y Alvarez de Toledo, Duquesa de Alba",1
30032,"Count Edmund de Bourke",1
30033,"M. Labensky",1
30042,"Edward Bass",1
30043,"Charles d' Escoubleau, Marquis de Sourdis",1
30044,"Laurent Le Tessier de Montarsy",1
28243,"Comtesse Betrand de Brousillon",1
50953,"Gabriel Dereppe",1
27318,"Count Manfred von Ingenheim",1
27933,"Andrea Vendramin",1
27895,"Palazzo Contarini-Mocenigo",1
27896,"Princes Giovanelli",1
27111,"Baron Carlo Marochetti",1
28228,"Giovanni Castelli",1
28229,"Baron Maurizio Marochetti",1
28230,"Elena Marochetti",1
28231,"Esher and Stoke d'Abernon",1
31226,"Pomponio Vecellio",1
31227,"Cristoforo Barbarigo",1
31228,"Andrea Barbarigo",1
31325,"Francis Charteris, de jure 7th earl of Wemyss",1
31326,"Francis Charteris-Wemyss-Douglas, 8th earl of Wemyss",1
5765,"Polidoro Lanzani",1
29992,"Col. Henry Edward Burney",1
20739,"Augustin Ménageot",1
8551,"Chartreuse de Champmol",1
8552,"William II, King of the Netherlands",1
8534,"Señora O. Yturbe",1
8612,"Mannheimer Collection",1
8615,"Baron Albert Oppenheim",1
8554,"Rev. Montague Taylor",1
8857,"Don Pedro de Madrazo",1
8843,"Don Diego de Guevara",1
8844,"Marchioness of Zenete, Mencía de Mendoza",1
8846,"Madame Maurer",1
8847,"Leo Blumenreich",1
28506,"Anna Theresia van Halen",1
28508,"Gaillard de Gagny",1
28509,"Jean-Henri Eberts",1
28510,"Markgräfin Karoline Luise von Baden",1
28515,"Philip Wharton, 1st and last duke of Wharton",1
25234,"Count Heinrich von Brühl",1
21403,"Captain Harold R. Wright",1
25243,"Isaac van Eyck",1
29315,"Mr. Mason",1
29316,"Nathaniel, 1st Lord Rothschild",1
22360,"Colonel Gregory Holman Bromley Way",1
22362,"Sir Charles Bagot",1
22363,"Albertus Brondgeest",1
36745,"William van Huls",1
21909,"Henry Penton",1
21911,"Sir Henry Paulet St. John-Mildmay, 3rd bt.",1
21912,"Lady Jane St. John-Mildmay",1
21913,"Sir Henry Bouverie Paulet St. John-Mildmay, 5th bt.",1
36724,"Sir Henry Paulet St. John-Mildmay, 6th bt.",1
29286,"R. van Smidt",1
29287,"Corneille Louis Reijnders",1
29288,"George Watson Taylor, M.P.",1
29289,"Henri Héris",1
29290,"Leopold I",1
29291,"Leopold II",1
29292,"August de Ridder",1
25265,"Charles Cobbe",1
25266,"Thomas Brown",1
36681,"Thomas Cobbe",1
36682,"Michael Gernon",1
22116,"Sale, Worcester",1
22117,"Thomas Grove Smith",1
22118,"Herbert George Smith",1
22119,"Nils B. Hersloff",1
35787,"Antoine Delacoux de Marivault",1
35788,"Frederic Quilliet",1
9433,"Henry VIII, King of England",1
9434,"Alathea Howard",1
9435,"William III, King of England",1
9441,"Ernest Augustus, King of Hanover",1
9446,"Sir Paul Methuen",1
9447,"Paul Methuen",1
9448,"Paul Methuen, 1st baron Methuen",1
9449,"Richard Sanderson",1
9450,"Sequier",1
9452,"Lady Theodora Guest",1
9558,"Pehr von Lagerbring",1
9559,"David Henric Hildebrand",1
9560,"David Gotthard Henric Hildebrand",1
9561,"Carl Carlsson Bonde",1
9562,"Carl Gotthard Carlsson Bonde",1
9436,"Jurriaans",1
9438,"Charlotte-Camille, comtesse Boucher de la Rupelle",1
35668,"Abraham Preyer",1
9439,"Mrs. Frederick Wollaston",1
9467,"Coymans family",1
9469,"Archer Milton Huntington",1
29151,"Buckston family",1
22006,"George Brudenell Montagu, duke of Montagu (new creation) and 4th earl of Cardigan",1
22008,"John Charles Montagu Douglas Scott, 7th duke of Buccleuch and 9th duke of Queensberry",1
36437,"Elizabeth, duchess of Buccleuch",1
25271,"Thélusson",1
25272,"Marquis Anne-Pierre de Montesquiou-Fézensac",1
25274,"John Julius Angerstein",1
25276,"François Nieuwenhuys",1
25278,"Prince Louis Antoine Marie de Broglie",1
17466,"Herman Becker",1
22038,"August Janssen",1
22039,"Hermann Heilbuth",1
22317,"Michael M. Zachary",1
22024,"Gustaf Adolf Sparre",1
22026,"Mrs. Gustav Adolf Sparre",1
22027,"Adolf de la Gardie",1
22028,"Jacob, Count de la Gardie",1
22029,"Carl, Count de Geer",1
22031,"Carl, Count Wachtmeister",1
25215,"Harman van Swol",1
34489,"Count Johan Carl Philipp Cobenzl",1
8481,"Pierre-Armand-Jean-Vincent-Hippolyte, Marquis de Gouvello de Keriaval",1
8482,"Madame Christiane de Polès",1
8420,"Count Ferdinand Bonaventura Harrach",1
8421,"Count Alois Thomas Raymund Harrach",1
8422,"Count Otto Harrach",1
8501,"Carlos II, King of Spain",1
8502,"Don Juan Varela Colima",1
8503,"Condesa de Quinto",1
8505,"Catherine Lemaîre Millet",1
8464,"Louis Manzi",1
49421,"Greek 16th Century",1
8475,"Doña María Ana de Pontejos y Sandoval",1
8476,"Joaquín Pérez Vizcaíno y Moles",1
8477,"Don Manuel de Pando y Fernández",1
8478,"Genoveva de Sanmiego y Pando",1
8479,"Don Manuel Alvarez de Toledo",1
8480,"Mrs. Walter H. Schoellkopf",1
8414,"Marquesa de Bermejillo del Rey",1
49422,"Spanish 18th Century",1
8442,"Mariana García Soler",1
8443,"Dr. Sota",1
8444,"Don José Joaquin Herrero",1
8446,"Count Paalen",1
8447,"Heinrich Sklarz",1
10617,"Sabasa Garcia",1
8711,"Nathaniel Mayer, 1st Baron Rothschild",1
8734,"Mrs. Edward Bouverie",1
8735,"Edward Bouverie",1
8736,"General Everard William Bouverie",1
8738,"Lionel Walter, 2nd Baron Rothschild",1
8739,"Nathaniel Mayer Victor, 3rd Baron Rothschild",1
8649,"Georgiana, Countess Spencer",1
8742,"Thomas Scott Jackson",1
8743,"Lady Maria Grey-Egerton",1
8744,"Sir Philip Henry Brian Grey-Egerton, 12th Bt. of Oulton",1
8746,"Mrs. Juliette Pierpont Morgan Hamilton",1
9069,"Sir Philip de Malpas Grey-Egerton, 10th Bt.",1
9070,"Sir Philip le Belward Grey-Egerton, 11th Bt.",1
8685,"Peter Delmé",1
8686,"Seymour Robert Delmé",1
8688,"Mrs. Herbert L. Satterlee",1
8528,"John Henry Upton, 1st viscount Templetown",1
8689,"Henry Edward Montagu Dorington Clotworthy Upton, 4th viscount Templetown",1
9044,"Henry  Montagu Upton, 2nd viscount Templetown",1
9045,"George Frederick Upton, 3rd viscount Templetown",1
8715,"Charles Compton Cavendish, 1st baron Chesham",1
8716,"William George Cavendish, 2nd baron Chesham",1
8717,"Charles Compton William Cavendish, 3rd baron Chesham",1
8718,"John Compton Cavendish, 4th baron Chesham",1
8536,"George IV, Prince of Wales",1
8667,"James Stopford, 2nd earl of Courtown",1
8668,"John N. Willys",1
8669,"James George Henry Stopford, 5th earl of Courtown",1
8670,"Henry Reinhardt & Son",1
9100,"James George Stopford, 3rd earl of Courtown",1
9101,"James Thomas Stopford, 4th earl of Courtown",1
8708,"Aimée Geraldine Bradshaw Stern, Lady Michelham",1
8870,"Rev. William Drake-Brockman",1
8871,"Rev. Tatton Drake-Brockman",1
8872,"Frederick Drake-Brockman",1
8873,"Francis Drake-Brockman",1
8874,"William Drake-Brockman",1
8640,"John Taylor",1
8641,"George William Taylor",1
9001,"William Urquhart, 2nd Laird of Craigston",1
9002,"Captain Michael Bruce Pollard-Urquhart, 8th Laird of Craigston",1
8527,"Mrs. Marcus Trevelyan Martin",1
8814,"Prof. James Pillans",1
8815,"William Soltan Pillans",1
8816,"Marcus Trevelyan Martin",1
9064,"Col. Francis James Scott",1
8810,"Craufurd Tait",1
8811,"John Tait",1
8812,"Mrs. Frederick Pitman",1
8813,"Archibald Robert Craufurd Pitman",1
8726,"Sir Christopher Willoughby, 1st Bt.",1
8727,"Sir John Christopher Willoughby, 5th Bt.",1
9071,"Sir Christopher William Willoughby, 2nd Bt.",1
9072,"Sir Henry Pollard Willoughby, 3rd Bt.",1
9073,"Sir John Pollard Willoughby, 4th Bt.",1
8754,"Davies Davenport",1
8757,"William Bromley-Davenport",1
8758,"Sir William Bromley-Davenport",1
9102,"Davenport family",1
8712,"George William Frederick Howard, 7th earl of Carlisle",1
8624,"Mrs. Thomas Gainsborough",1
8626,"Lady Lindsay",1
8517,"William Hooker Carpenter",1
9084,"William K. Bixby",1
9086,"Sir John William Kelk, Bt.",1
9087,"Halsted",1
8932,"William Moffatt",1
8933,"William Bernard Cooke",1
8934,"Harriott",1
8936,"Rev. Edward Thomas Daniell",1
8937,"M.E. Creswick",1
8938,"Samuel Ashton",1
8939,"Captain Ashton",1
8940,"Elizabeth Gair Ashton",1
8963,"James Fallows",1
8964,"W. Moir",1
8965,"Mrs. Emma Moir",1
9081,"Mr. Neil W. Wallace",1
35508,"John Mountjoy Smith",1
9017,"Sir Thomas Frankland, 6th Bt.",1
9018,"Rosalind Alicia Frankland-Russell-Astley",1
9019,"John H. McFadden",1
54426,"and Workshop of Donatello",1
1998,"Agostino di Duccio",1
13088,"M. Guggenheim",1
2015,"Giovanni Bastianini",1
29035,"Count Alexander Sergeievich Stroganoff",1
