constituentid,name,image_count
33013,"Gianfranco Gorgoni",2
24708,"Rudolf Schwarzkogler",2
32999,"Ludwig Hoffenreich",2
36223,"Jack Smith",2
20449,"John Windle",2
31305,"Dr. Charles Ozanam",2
30467,"Giovanni Andrea Podestà",2
31385,"Fritz Eduard Pauli",2
31466,"Ludwig Emil Grimm",2
24718,"Edith Tudor-Hart",2
37906,"Bodo Korsig",2
31549,"Franz Skarbina",2
31583,"Josette Hébert Coëffin",2
31603,"Heinrich Kautsch",2
31467,"Henry White",2
32732,"Galerie Artesepia",2
32750,"Louis Lafon",2
34393,"Tommaso Minardi",2
32931,"Juan Jorge Peoli",2
33043,"Joseph-Pierre Braemt",2
32825,"Constantin Meunier",2
32827,"Gérard Léonard Hérard",2
32833,"Ludwig Hess",2
50486,"Wingrove Fine Prints",2
50493,"J.L.W. Bird Fine Art Dealer",2
12462,"Hannah Höch",2
24072,"Julius Hübner",2
23107,"Lucien Lévy-Dhurmer",2
30514,"Joyce Greenberg",2
12089,"Martin Engelbrecht",2
34447,"Peter and Evelyn Kraus",2
6777,"Jakob Lucius the Elder",2
33047,"Faro World Inc.",2
32863,"Alfred Rosling",2
8514,"Sidney Janis",2
50485,"Hamilton Campbell",2
33082,"Richard Mayhew",2
33084,"Mark Moore Gallery",2
33096,"Tyler & Co.",2
34760,"The Pollock-Krasner Foundation",2
33264,"Johann Carl Loth",2
33266,"Hans Kaspar Lang the Elder",2
34377,"Dr. Franz Ulrich Apelt",2
34323,"Luigi Aloys François Joseph Loir",2
34332,"John G. Ellinwood",2
49517,"Arber and Son Editions",2
10152,"Jennifer Bartlett",2
34288,"Reginald Gammon",2
34291,"Leon Nathaniel Hicks",2
48546,"Arion Press",2
34351,"Lawrence Arthur Jones",2
49148,"John C. Erickson",2
34245,"Paul Keene",2
34301,"William McBride",2
34306,"Charles Louis Sallée, Jr.",2
34307,"Raymond Steth",2
34366,"Ippolito Caffi",2
34575,"Appleby Bros. Ltd.",2
16984,"Jean Cocteau",2
36626,"Jean Leonard Lugardon",2
34712,"Genoese 17th Century",2
37634,"French 16th/17th Century",2
22940,"Bolognese 17th Century",2
10981,"William Alexander",2
34404,"David Davidovich Burliuk",2
4147,"Jakob Frey",2
10214,"Neapolitan 17th Century",2
34416,"The Arengario",2
34627,"Edizioni Futuriste di ""Poesia""",2
35033,"Lelio dalla Volpe",2
34225,"Thomas Danaher",2
34242,"Sargent Claude Johnson",2
34454,"Arthur Kerrick",2
34246,"Joseph Knowles",2
34251,"Hugh C. Miller",2
34253,"Stephen Mopope",2
34263,"Irving K. Samuels",2
34012,"Richard Sloat",2
34145,"Theodore Witonski",2
34442,"Weston Gallery Inc.",2
16988,"Mr. and Mrs. Gregory Fazakerley",2
34457,"Auguste Brouet",2
34459,"Paul Grinke Rare Books Ltd.",2
34538,"Gabriel Hippolyte Lebas",2
34640,"Anna Medina",2
34522,"Imogen Cunningham Trust",2
52495,"Konrad Meijer",2
33736,"John MacGilchrist",2
33317,"Esther Mabel Crawford",2
33957,"William Sanger",2
33539,"Marian Frances Hebert",2
33949,"Louis H. Ruyl",2
34057,"Louis B. Szanto",2
33733,"Andrew Rodriguez Luna",2
33802,"Shiro Miyazaki",2
34103,"Pauline Vinson",2
33524,"William Saint John Harper",2
33806,"John Austin Sands Monks",2
34089,"Charles Yardley Turner",2
33465,"Guido (Wedo) Georgetti",2
34147,"Meyer Wolfe",2
33577,"Lowell D. Houser",2
33766,"William Ashby McCloy",2
33781,"Gustave Mercier",2
33491,"Clement Rollins Grant",2
33501,"Davenport Griffen",2
33794,"Donna Miller",2
33511,"Miriam (Marussia) Hadgadya",2
33115,"Gertrude Partington Albright",2
33554,"Edwin Herron",2
33900,"Saul Rabino",2
33141,"Ethel V. Ashton",2
33507,"James Miekle Guy",2
38653,"Joseph Rodefer DeCamp",2
33688,"Edna W. Lawrence",2
33325,"Beatrice Lavis Cuming",2
33852,"Moses Oley",2
33922,"Jessie Beard Rickly",2
35123,"Samuel J. Woolf",2
33166,"Dennis Beall",2
33472,"William S. Gisch",2
2646,"David Stone Martin",2
35071,"Howard Warshaw",2
34129,"Harold Edward West",2
33643,"Vance Hall Kirkland",2
34072,"Cleo Sara Van Buskirk",2
33664,"Paul Kucharyson",2
33169,"Carl Hugo Beetz",2
33348,"Stephen de Hospodar",2
33846,"Mildred Bernice Nungester",2
47935,"Radtke, Lauckner & Co.",2
36617,"E. B. & E. C. Kellogg",2
33517,"Ellen Day Hale",2
33356,"George Dergalis",2
34050,"Melvin Nicholas Strawn",2
33271,"Vincent Canadè",2
33585,"Martin Russell Hurtig",2
33803,"Gladys Amy Mock",2
34000,"Manuel G. Silberger",2
33699,"Harlow Lent",2
34160,"Clarence Edward Zuelch",2
33471,"Elizabeth de Gebele Ginno",2
33591,"Mabel Wellington Jack",2
33918,"Lili Rethi",2
33639,"Clinton Blair King",2
33683,"Ellen Lanyon",2
33537,"Harold Haydon",2
33295,"Gabrielle De Veaux Clements",2
33162,"W.C. Bauer",2
33401,"Churchill Ettinger",2
33649,"Clayton Knight",2
33157,"Ivan Bartlett",2
33600,"Dorothy Jeakins",2
33861,"Nicholas Panesis",2
34157,"Santos Zingale",2
33248,"Andrew A. Bucci",2
33821,"Henrietta Waters Mueller",2
33262,"Harrison Cady",2
34013,"G. Ralph Smith",2
33571,"William H. Holst",2
34902,"James Ormsbee Chapin",2
33175,"Eugene Bennett",2
33603,"John Paul Jensen",2
33909,"Dickson Reeder",2
33713,"Meyer F. Lieberman",2
34137,"Mildred Emerson Williams",2
33629,"Zena Kavin",2
34167,"Robert Vale Faro",2
33816,"August Mosca",2
33153,"Thomas Weeks Barrett",2
33970,"Howard B. Schleeter",2
33632,"Wallace Kelly",2
33980,"Thomas Seawell",2
34125,"Oscar Weissbuch",2
34100,"Joseph Vavak",2
34040,"Dorothy Stevens",2
33564,"Morris Henry Hobbs",2
34595,"Eric Algot Bengtz",2
35103,"Mildred Bryant Brooks",2
35044,"Mildred McMillen",2
33387,"George William Eggers",2
33200,"Lucile Blanch",2
5497,"Jenne Magafan",2
33868,"William McGregor Paxton",2
33250,"Roger Buck",2
34085,"Seymour Tubis",2
33933,"I. Iver Rose",2
33180,"Franz Bergmann",2
33254,"Jacob Burck",2
33767,"Florence Elliott White McClung",2
33167,"Edward Carpenter Beardon",2
33138,"Florence Arquin",2
34081,"Joseph S. Trovato",2
33351,"Harold Mallette Dean",2
34128,"Glenn Anthony Wessels",2
33756,"James Duard Marshall",2
34003,"Grant Miles Simon",2
33463,"Todros Geller",2
33122,"James Roman Andrus",2
33620,"Ilonka Karasz",2
33913,"Harry Rein",2
33349,"Anne de Kohary",2
34049,"Angela Straeter",2
34093,"Edward Buk Ulreich",2
33449,"Harry Louis Freund",2
12610,"John Langley Howard",2
33945,"Rosalie Rush",2
33814,"Dudley H. Morris Jr.",2
33696,"Howard Leigh",2
33546,"Zama Vanessa Helder",2
34031,"Alberte Spratt",2
33381,"Arthur Durston",2
33302,"Joseph Foxcroft Cole",2
34004,"Henry Simon",2
34108,"George Von Physter",2
33892,"Charles Cecil Pollock",2
33299,"Eleanor Coen",2
33490,"F. Wynn Graham",2
34142,"Sol Wilson",2
33763,"Robert Joseph Massey",2
33535,"Leonard M. Havens",2
33425,"Hulda Rotier Fischer",2
33249,"Henry Bennett Buck",2
35253,"Mary E. Raffle",2
34002,"Simka Simkhovitch",2
33521,"Bernard Handelsman",2
33442,"Stephen A. Fredericks",2
34110,"Vaclav Vytlacil",2
33282,"Giorgio Cavallon",2
33369,"James Budd Dixon",2
33576,"Elizabeth Lentz Horter",2
38775,"Randy Hemminghaus",2
34020,"Joan Snyder",2
34981,"Umberto Romano",2
33556,"Henry Melton Hesse",2
33331,"Gustaf Oscar Dalstrom",2
33697,"Lucy B. L'Engle",2
33189,"Frank Besedick",2
33703,"Julian Levi",2
33621,"Bernard Karfiol",2
33497,"Samuel Greenburg",2
34904,"Ralph Chessé",2
36492,"A. Simcock",2
34196,"Wade White",2
33560,"Hilaire Hiler",2
33116,"Herman Oliver Albright",2
33894,"Tunis Ponsen",2
34123,"Isadore Weiner",2
33863,"Philip Herschel Paradise",2
33698,"Michael Lenson",2
33121,"Frank Hartley Anderson",2
33595,"Martin Jackson",2
33466,"Paula Gerard",2
33674,"Paul Laessle",2
33720,"William Horace Littlefield",2
33824,"Donald Mundt",2
33572,"Thomas Richard Hood",2
33124,"Anthony Angarola",2
33755,"Anne Steele Marsh",2
33506,"Bernhard Gutman",2
33234,"Fritzi Brod",2
34672,"Henry E. Winzenried",2
33604,"Helen Louise Johann",2
34065,"Harry LeRoy Taskey",2
38057,"John Johnson",2
33772,"Hazel Fulton McGraw",2
33622,"Mabel Fairfax Smith Karl",2
33809,"Loraine Elizabeth Moore",2
34075,"R. Wendell Tomberlin",2
33854,"John O'Neil",2
33642,"Eugene Kingman",2
33306,"Lily Schierenberg Converse",2
33952,"Lucia Autorino Salemme",2
33146,"Cyrus LeRoy Baldridge",2
33770,"Dorothy Westaby McCray",2
33606,"Daniel Burne Jones",2
33838,"Warren A. Newcombe",2
33135,"Emil Armin",2
33504,"Honoré Guilbeau Cooke",2
33382,"Briggs Dyer",2
33625,"Alexander Raymond Katz",2
33412,"Magda A. Feher",2
33758,"Fletcher Martin",2
38064,"John Ledden",2
33283,"Daniel Ralph Celentano",2
34058,"Victor Szucs",2
33287,"Clarence K. Chatterton",2
33552,"W. E. Hentschel",2
33619,"Thomas Harry Kapsalis",2
34598,"George Briard",2
33796,"Edgar Miller",2
33937,"Ceil Rosenberg",2
33648,"Medard P. Klein",2
33624,"Bernard Kassoy",2
33659,"Richard Kraus",2
38042,"Hannah S. Rile",2
47604,"S. Kaplan",2
34195,"Jack Van Deckter",2
33618,"Philip Kaplan",2
33724,"Herschel C. Logan",2
33286,"Ruth Chaney",2
35086,"Roland Ginzel",2
33739,"Roderick D. MacKenzie",2
33783,"Anna Massey Lea Merritt",2
33822,"Joseph A. Mugnaini",2
33616,"Norman H. Kamps",2
33657,"Edith Kramer",2
34097,"Hendrick Dirk Kruseman Van Elten",2
33312,"Reginald Cleveland Coxe",2
33687,"Joseph Lauber",2
33257,"Milton James Burns",2
34130,"Harold Weston",2
33989,"Robert Shaw",2
47933,"J. Eastman Chase",2
33555,"Stanley Hess",2
15535,"Anne Michalov",2
34027,"Frederick M. Spiegle",2
33258,"Edward R. Burroughs",2
33884,"Roland Peterson",2
35126,"Charles Henry White",2
33893,"Julius John Pommer",2
33675,"Benjamin Lander",2
34127,"Elise Cavanna",2
33427,"Gertrude Fiske",2
33719,"Edith E. Lipsky",2
34170,"Leon Gilmour",2
33435,"Cornelia MacIntyre Foley",2
33551,"Jean V. MacKay Henrich",2
33467,"Alice L. Gershel Hunt",2
33173,"Albert Fitch Bellows",2
33178,"Benjamin Benno",2
33219,"Jack Frank Bowling",2
33259,"Peter Busa",2
33470,"Ruth Gikow",2
33526,"George Albert Harris",2
38056,"Hoyt Howard",2
34635,"Peter Krasnow",2
33673,"Emory Ladanyi",2
33705,"Herschel Levit",2
33769,"John McCrady",2
33774,"Miriam McKinnie",2
33798,"Edward Millman",2
33870,"Pauline White Peavy",2
46682,"Mavis Pusey",2
34689,"John Montgomery Grove",2
34694,"Tom A. Robertson",2
34738,"Kit Bigelow",2
18606,"Chris Prater",2
34752,"Sueyun Locks",2
34761,"Luigi Cagnola",2
35202,"Raffaeli Albertolli",2
34789,"Kornelia van Eyck Koenigs",2
34796,"Galerie Elstir",2
34798,"Tracey Moffatt",2
34807,"Thomas Struth",2
34816,"Theodor Gottlieb von Hippel",2
34857,"Mary-Anne Martin Fine Art",2
34932,"Jérôme Charles Bellicard",2
34936,"Franciscus A. Milatz",2
35187,"Bijl - Van Urk, B.V.",2
28709,"Reiss & Sohn oHG",2
35038,"Carel Joseph Frederick Johan Maassen",2
51847,"Atelier Crommelynck, Paris",2
6792,"François-Louis Français",2
13444,"Charles Clifford",2
35273,"Mellon Tytell",2
35170,"Harold Denison",2
33839,"Edith Whittlesey Newton",2
33125,"Nura Woodson Ulreich",2
9729,"Yves Klein",2
27116,"Hans Richter",2
35250,"Etienne Parrocel",2
35224,"Flowers Gallery",2
35294,"Gerhard Altenbourg",2
26238,"Georg Heinrich Busse",2
50435,"Dr. Markus Nass",2
50488,"Libby Howie",2
36063,"Private Collection, Germany",2
26230,"Adolf de Haer",2
37369,"Galerie F. A. C. Prestel",2
50436,"F. Dörling Auktionen",2
28592,"Fitch-Febvrel Gallery, Ltd.",2
37931,"Wendelin Wick",2
50506,"Collection Aebli-Streiff",2
50199,"Christie's New York",2
35323,"Richard Paling",2
35328,"Eva Marie Schlenzig",2
28916,"Eddy Smith",2
35333,"Arnold Topp",2
35334,"Lesser Ury",2
35340,"Robert (Willy) Huth",2
21975,"Richard Gray Gallery",2
37342,"Nicola Francesco Haym",2
50451,"N. Hillier",2
26363,"Friedrich Müller",2
35365,"Theobald Jennings",2
30748,"Sam Taylor-Wood",2
37930,"Guillam Dubois",2
14645,"R. E. Lewis, Inc.",2
35438,"The Mary Kass Compromise Trust",2
35482,"Jean-Paul Flandrin",2
24711,"Clara E. Sipprell",2
35491,"Ann Straus Gertler",2
35498,"Mark Murray Fine Paintings",2
23193,"Johann Gotthard Müller",2
35517,"Fred Bancroft",2
50956,"Greg Kucera Gallery",2
35750,"Sha King Zox",2
12140,"Gabriel Perelle",2
35860,"Peeter van Avont",2
35895,"Cornelis van Dalen the Younger",2
14763,"Christian Engelbrecht",2
37178,"Johann Andreas Pfeffel",2
35894,"Fiona Pardington",2
35921,"Nathaniel Dance-Holland",2
36105,"Luigi Tasca",2
36221,"Arthur and Arlene Elkind",2
36256,"Charles Alston",2
36248,"Jan Lewis Slavid",2
36275,"Mr. Albert J. Beveridge III",2
46445,"Samuel Solomonovitch Scheikevitch",2
22843,"Robert Seldon Duncanson",2
36401,"Galleria Longari",2
37253,"Adult Program and Foreign Language Docents",2
35535,"Paul Kasmin Gallery",2
37101,"John Bell",2
37784,"Ernst Moritz Geyger",2
22908,"Emil Rudolf Weiss",2
46981,"Gerald Sisco",2
38031,"Don Lorenzo Pellerano",2
38032,"Charles Grignion II",2
38033,"Thomas Grignion II",2
38034,"Guerrico & Williams",2
36665,"Alison Rossiter",2
37260,"Jacob Hölscher",2
37262,"Arthus Bertrand",2
2944,"Jacques-Andre-Joseph-Camelot Aved",2
34959,"Estate of Roy Lichtenstein",2
37249,"Julius Jacob the Elder",2
12634,"G.B. Bosio",2
12635,"Giovanni Antonio Sasso",2
37318,"Rachel Kaminsky Fine Art LLC",2
1762,"Bass Otis",2
38600,"George Karas",2
37558,"Cino Bozzetti",2
37574,"John Kirk",2
28154,"Rambert Dumarest",2
37577,"Auguste François Michaut",2
37578,"André Galle",2
37889,"William Binfield",2
37579,"Louis Michel Petit",2
37580,"Karl Friedrich Voigt",2
37582,"Alfred Joseph Stothard",2
37583,"Francesco Putinati",2
37584,"Leonard Charles Wyon",2
37592,"Francesco Colombi Borde",2
37593,"Uberto dell'Orto",2
37594,"Federico Faruffini",2
37654,"Cesare Biseo",2
37691,"Timothy Hughes Rare & Early Newspapers",2
37708,"Peter Fetterman",2
38133,"Samuel Josefowitz",2
37739,"Johann Andreas Benjamin Nothnagel",2
38121,"Roselyne Chroman Swig",2
37848,"Giancarlo Baroni",2
37825,"Marianne Elrick-Manley Fine Art",2
37830,"Aurand.fr",2
37831,"Antonacci Lapiccirella Fine Art",2
37909,"Alessandro Cesati Antiques & Works",2
37910,"Marquis de Rostaing",2
37951,"Gary Snyder Fine Art",2
37952,"Al Loving",2
49052,"William Holland",2
37954,"Jacques Gamelin",2
38191,"Master of Boccaccio",2
35386,"Charles Ethan Porter",2
49110,"Ateliers Guillard, Gourdon et Cie.",2
37993,"Anselmo Bucci",2
37995,"Gallo Gallina",2
38237,"Litografia Ricordi",2
38014,"Adam Williams Fine Art, Ltd.",2
38138,"Alexander Svoboda",2
38103,"Justin Croft and Simon Beattie",2
38118,"Paula MacDonald",2
38148,"Moissey Kogan",2
3984,"Jacques Dumont Le Romain",2
37099,"Charles-Marie Dulac",2
30406,"Dr. Frances F.L. Beatty",2
48262,"Johann Wilhelm,  Elector Palatine",2
46876,"Philip Haas",2
11203,"Hans Krafft the Elder",2
38227,"Frederick William Watts",2
11461,"Ennemond Alexandre Petitot",2
38229,"Marco Breuer",2
38231,"Bernard Shea Horne",2
38232,"Douglas Prince",2
7164,"Anne Waldman",2
38281,"Mireille Mosler, Ltd.",2
38300,"Denise Bellon",2
24605,"Laure Albin Guillot",2
38306,"Luigi Russolo",2
38347,"Hans Lencker",2
38310,"Andrew Moore",2
38540,"Sighard Gille",2
38541,"Walter Libuda",2
38542,"Johannes Heisig",2
38543,"Rolf Münzner",2
38634,"Carlfriedrich Claus",2
38636,"Hubertus Giebe",2
21702,"Private Collection c/o Jack Kilgore & Co.",2
38359,"Sam Fogg Ltd.",2
26856,"Emmanuel Frémiet",2
38569,"Jacques Puybonnieux",2
38570,"Pierre Puybonnieux",2
38366,"Tina Modotti",2
38367,"Pierre Coumans Antiquarian Books",2
47008,"2 Bit Comics",2
47009,"R.K. Sloane",2
47029,"Hell Comics",2
47030,"Bobby London",2
47031,"Ted Richards",2
47035,"Gary Hallgren",2
47043,"Barbara Mendes",2
48376,"Paul Krassner",2
49041,"Diane Noomin",2
48452,"Richard ""Grass"" Green",2
48125,"Fits Collective",2
48127,"Alan Senauke",2
48152,"Kenneth Greene",2
48158,"Judy Grahn",2
48162,"Hilton Obenzinger",2
48237,"Britt Wilkie",2
48172,"Pat Ryan",2
48147,"Lewis MacAdams",2
48154,"Nancy Griffith",2
48328,"Michelle Brand",2
48286,"Los Angeles Comic Book Company",2
48303,"Ron Turner",2
48251,"Ned Sonntag",2
48182,"Al Davoren",2
48331,"Jim Vadeboncoeur Jr.",2
48332,"Bud Plant",2
48335,"John Fawcett",2
48342,"Rob Brown",2
48344,"Dennis Nolan",2
48353,"Bob Zoell",2
48355,"Promethean Enterprises",2
48363,"Tom Bird",2
48115,"Charles Dallas",2
48384,"Robert Dougherty",2
48385,"Jeffery Hayes",2
48050,"Krupp Comic Works, Inc.",2
48415,"Bill Lee",2
48123,"Alan Shenker",2
48455,"Carl Lundgren",2
48462,"Weirdom Publications",2
48463,"Dennis Cunningham",2
48471,"Company and Sons",2
48651,"Ronald Lipking",2
48653,"J. Gaccione",2
49047,"Jim Gardner",2
49048,"D. Wood",2
49058,"Hak Vogrin",2
49062,"Robert Cavey",2
43565,"Kent and Marcia Minichiello",2
20849,"William Marlow",2
38635,"Audubon Prints and Books, Limited Partners",2
38700,"Grand Central Art Galleries",2
38652,"Richard Norris Brooke",2
38654,"Aaron Douglas",2
51445,"Arthur Francis Basset",2
43205,"Mr. and Mrs. Lansdell K. Christie",2
26696,"Severin Roesen",2
43077,"John Campbell White",2
46464,"Mr. and Mrs. Henry White",2
38660,"Abbott Handerson Thayer",2
38661,"Leonard and Paula Granoff",2
38718,"Galerie Henze & Ketterer & Triebold",2
50771,"Jeffrey McMane",2
38771,"Mikhael Subotzky",2
38772,"Patrick Waterhouse",2
43132,"Rudolph Max Kauffmann",2
43733,"Doll & Richards",2
43713,"Ida and Sidney Jervis",2
38820,"Domenico Bernardo Zilotti",2
38823,"Kunstantiquariat Stephan List",2
43537,"The Contemporaries",2
38855,"Carlos Garaicoa",2
38860,"Gilles Peyroulet & Cie",2
46530,"Aaron Martinet",2
27580,"Galerie Haas AG",2
46446,"First Marquess of Bute John Stuart",2
38910,"Luther Holman Hale",2
34425,"Tusculum Rare Books Limited",2
43779,"Mrs. Rudolf Eickemeyer",2
40382,"Mary Beth Edelson",2
43782,"Milch Galleries",2
39689,"John Ure Perkins",2
47987,"Peters Brothers",2
43694,"Estate of Virginia Livingston Hunt",2
43120,"Grace Borgenicht Gallery",2
43799,"Ms. Mary Singer",2
13560,"Aenne Biermann",2
39317,"Jerome Liebling",2
43527,"Sandra and David Berler",2
13564,"Paul Outerbridge",2
43802,"Josh Baer Gallery",2
29153,"Josef Sudek",2
40689,"Clarissa Sligh",2
40547,"Édith-Claire Gérin",2
21598,"Gene Young",2
43825,"Robert Hilton Simmons, Sr.",2
42970,"Janet Solinger",2
35208,"Henry E. Carling",2
49689,"Atelier René Tazé",2
41394,"Charles Frederic Ulrich",2
42798,"Mr. and Mrs. Robert Lahey Estate",2
40834,"Mark Markov-Grinberg",2
48497,"Paul Thiebaud Gallery",2
24940,"Mr. Jeffrey H. Loria",2
40902,"Ken Ashton",2
42678,"Neil A. Meyerhoff",2
42680,"Dr. Robert Seder",2
40949,"Michael A. Smith",2
40958,"Theodore Milton Fried",2
52583,"E. Plon, Nourrit & Cie",2
40972,"Elijah Gowin",2
43122,"Ronald D. Abramson",2
42735,"Pace/MacGill Gallery and Andrea Frank Foundation",2
40997,"Damien Hirst",2
47219,"Paragon Press",2
47377,"Coriander Studio",2
43002,"Miss Virginia Livingston Hunt",2
43726,"Edward Eberstadt & Sons",2
42755,"Dieu Donné Papermill, Inc.",2
41026,"David Itchkawich",2
41369,"Suzanne Bloom and Ed Hill (MANUAL)",2
41064,"Eva Rubinstein",2
41063,"Brian Wood",2
49554,"Collectors Press",2
49144,"Erker Presse",2
44958,"William P. Carl Fine Arts",2
42783,"Lindsay Kaplan and Norman Eisen",2
49342,"Susan Inglett Gallery",2
32935,"Victor Burgin",2
41365,"Fay Godwin",2
36225,"Editions Schellmann & Klüser",2
41437,"Danny Hogg (Cool Disco Dan)",2
42842,"Roger Gastman",2
41463,"Jehsong Baak",2
40256,"Jodi Cobb",2
42866,"Ms. Jodi Cobb",2
41486,"Tom Young",2
42724,"George Hemphill",2
24719,"Jerry N. Uelsmann",2
40951,"William Willis",2
41549,"Lalla Essaydi",2
42887,"Mrs. Donna Ari",2
41563,"J. Walter Wilson",2
42895,"Catherine Dring",2
41580,"Rozeal. (formerly known as iona rozeal brown)",2
41598,"Hank Willis Thomas",2
41617,"Jonathan Lasker",2
49523,"Bill Lagattuta",2
41644,"Robert Cook",2
41645,"Robert Tait McKenzie",2
41656,"Sidney Waugh",2
41661,"Albert Bruce-Joy",2
41664,"Harvey Weiss",2
51314,"Tanagra 3rd Century B.C.",2
41695,"Erwin F. Springweiler",2
42956,"Louis E. Shecter",2
41702,"Jean de Marco",2
41714,"Lee Lawrie",2
41720,"Richard Recchia",2
51215,"Victor Canale",2
41726,"Joel T. Hart",2
41730,"Sten Jacobson",2
41732,"Paul Fjelde",2
41754,"Joseph Kiselewski",2
41763,"Joseph A. Atchison",2
41769,"Mico Kaufman",2
41772,"Brenda Putnam",2
41777,"Tiffany & Company",2
41783,"Albert Stewart",2
41786,"Ralph J. Menconi",2
41788,"Bruno Mankowski",2
41794,"Larkin Goldsmith Mead",2
43054,"James Clark McGuire",2
41802,"Albert Laessle",2
41813,"John Angel",2
47059,"Harry Samuel Henry",2
43084,"Edward P. Whaites",2
51211,"George Hampden Lovett",2
43096,"Elizabeth Connell Luessenhop",2
26968,"Morton Livingston Schamberg",2
41853,"George Mills",2
43105,"Dr. J.M. Toner",2
50357,"Ulderico Conti",2
50358,"Florestano Di Fausto",2
27093,"Alvan Fisher",2
41893,"Henry Kreis",2
41901,"Horace Bonham",2
47003,"Cafaggiolo 16th Century",2
41907,"Pietro Montana",2
43138,"Mrs. Robert A. Beyers",2
41914,"Gaetano Cecere",2
41920,"Stanley Bleifeld",2
41925,"Frank Eliscu",2
41928,"Donald De Lue",2
43144,"Frances Fralin",2
51313,"Tanagra 4th Century B.C.",2
43146,"Mr. W. R. Ireland",2
46252,"Boeotian 5th Century B.C.",2
41949,"Julio Kilenyi",2
41950,"Felix de Weldon",2
41954,"Painter of the Milan Marsyas",2
41958,"Thomas Lo Medico",2
41961,"Berthold Nebel",2
48130,"Domenico da Venezia",2
41972,"Alphée Dubois",2
41975,"Abram Belskie",2
41977,"Harry Marinsky",2
51214,"Hans Schuler",2
41983,"Robert A. Weinman",2
41984,"Elbert Weinberg",2
41985,"Elizabeth N. Weistrop",2
41986,"Léonard Crunelle",2
41987,"Boris Buzan",2
41999,"Edmond Amateis",2
42000,"Charles Rudy",2
42004,"Cecil Howard",2
42007,"Robert Lohman",2
51227,"Deruta 15th Century",2
43176,"Walter Hopps",2
42021,"Joseph E. Renier, Jr.",2
42028,"Andrew O'Connor, Jr.",2
43193,"Jeremiah O'Connor",2
42030,"Kenneth Young",2
42035,"Albert Wein",2
42037,"Frederick Shrady",2
41696,"Fontana Family Workshop",2
51205,"R. Harris and Company",2
42065,"Bryant Baker",2
39663,"Bruce Moore",2
42094,"Leo Friedlander",2
42109,"Katharine Lane Weems",2
42115,"Peter Voulkos",2
46919,"Robert M. Olyphant",2
47085,"William H. Stewart",2
42161,"Oronzio Maldarelli",2
42164,"Margaret Grigor",2
42175,"Lorado Taft",2
42180,"Chester Beach",2
42184,"Carl Ludwig Schmitz",2
23692,"Tiffany Studios",2
51200,"Henri Weil",2
47234,"William H. Fuller",2
42238,"James Earle Fraser",2
42263,"Donal Hord",2
42297,"Gifford MacGregor Proctor",2
42421,"Gertrude K. Lathrop",2
42435,"Janet de Coux",2
43586,"Simon Lowinsky",2
43587,"Emily Crane Chadbourne",2
39324,"Leland Rice",2
43588,"Diane Brown Gallery",2
39378,"Andres Serrano",2
39400,"Joseph E. Baker",2
47262,"Mr. and Mrs. John C. Metz",2
39438,"Nell Blaine",2
39020,"Arthur Beecher Carles",2
38162,"Manon Cleary",2
49683,"Keith Merrill",2
39488,"Richard Lutzke",2
43618,"Ferry Kimball Heath",2
48817,"Argosy Bookstore",2
43417,"Mr. and Mrs. John C. Newington",2
43625,"Mrs. David Brewer Eddy",2
43632,"R. M. Light & Co.",2
39581,"Philip Leslie Hale",2
39600,"Wilson Irvine",2
38941,"John Christen Johansen",2
39628,"Matilda Mueden Leisenring",2
43641,"Mr. L.M. Leisenring",2
39630,"Lee Adler",2
39655,"Sally Michel",2
39680,"Elliot Orr",2
40289,"Hammat Billings",2
39747,"Harvey Quaytman",2
20176,"Ms. Linda Kaplan",2
39758,"Howard Baer",2
39783,"Alfred Jones",2
47385,"J. C. Bauer",2
39784,"H. W. Collard",2
40480,"Ernest Flagg",2
39796,"Amos Doolittle",2
48258,"Shelton & Kensett",2
42796,"Washington Area Printmakers",2
39803,"Audrey Flack",2
39813,"Anna Lea Merritt",2
39814,"Arthur W. Hall",2
47831,"Phillips and Sampson",2
39835,"Nathaniel Hurd",2
43680,"Alice Farley Williams",2
39845,"Elizabeth Keith",2
39831,"Vincent Longo",2
47563,"William J. Campbell",2
39887,"H. Ivan Neilson",2
11363,"National Collection of Fine Arts",2
43075,"Mrs. Joseph Krimsley",2
49262,"J. Dalton",2
39947,"Lumb Stocks",2
43686,"The Old Print Gallery, Inc.",2
34273,"Sam Thal",2
39973,"H. G. Watkins",2
47331,"Solar-Sturges Manufacturing Co.",2
10834,"The Baltimore Museum of Art",2
11055,"Thomas Birch",2
39998,"Elizabeth Fyfe",2
40030,"Antonio Carbonati",2
40054,"Albany E. Howarth",2
40067,"Richard George Mathews",2
40070,"Allan McNab",2
40100,"Francis Sydney Unwin",2
42414,"William E. Winner",2
43018,"Estate of Mary Emma Griffin Walker",2
39019,"Awa Tsireh",2
40275,"William Cullen Bryant",2
47586,"E. Sachse & Co., active 1840s-1870s",2
40299,"Barbara Warren",2
43730,"Anna Meade Minnigerode",2
21119,"Raymond Saunders",2
10418,"Lee Lozano",2
39290,"Alex Jamison",2
47088,"Bertha Schaeffer Gallery",2
46945,"Richard M. Foster",2
43470,"United States George Washington Bicentennial Commission",2
22244,"Ernest Lawson",2
7111,"Kay Sage",2
43481,"Estate of Kay Sage",2
43289,"Marvin and Florence Gerstin",2
